,Strategy_Combination,Stock_Selection_Method,Weight_Allocation_Method,Total_Return,CAGR_4Y,CAGR_3Y,CAGR_2Y,CAGR_1Y,Positive_Return_Count,Negative_Return_Count,Sum_Positive_Return,Sum_Negative_Return,Variance_4Y,Variance_3Y,Variance_2Y,Variance_1Y,Success_Rate,Backtest_Version,Rebalance
65,14_10,14,10,6.6,0.6,0.53,0.24,0.72,12,4,3.2,-0.69,0.0716,0.0457,0.0337,0.0196,0.75,5,3m
66,3_6,3,6,7.85,0.67,0.62,0.46,0.72,31,17,3.03,-0.74,0.041,0.0257,0.0233,0.0307,0.65,5,1m
67,10_1,10,1,6.33,0.59,0.42,0.32,0.65,12,4,2.72,-0.42,0.0586,0.0142,0.0181,0.016,0.75,5,3m
68,1_4,1,4,4.36,0.45,0.41,0.38,0.99,10,6,2.37,-0.56,0.0406,0.0393,0.0584,0.0767,0.62,5,3m
69,16_7,16,7,8.37,0.7,0.7,0.51,0.94,36,12,3.49,-1.05,0.0489,0.0362,0.0365,0.0487,0.75,5,1m
70,7_2,7,2,4.88,0.49,0.39,0.26,0.6,30,18,3.15,-1.23,0.057,0.0395,0.0493,0.0766,0.62,5,1m
71,14_5,14,5,3.09,0.33,0.37,0.11,0.54,11,5,3.15,-1.22,0.117,0.0579,0.0587,0.074,0.69,5,3m
72,5_2,5,2,5.49,0.53,0.47,0.45,1.01,10,6,2.53,-0.49,0.0371,0.0376,0.051,0.0611,0.62,5,3m
73,14_7,14,7,7.42,0.65,0.68,0.57,0.98,13,3,3.13,-0.58,0.0555,0.0349,0.0328,0.0427,0.81,5,3m
74,16_5,16,5,8.0,0.68,0.31,0.17,1.01,31,17,4.41,-1.67,0.3502,0.0562,0.0576,0.0351,0.65,5,1m
75,9_11,9,11,5.23,0.51,0.41,0.43,1.03,13,3,2.56,-0.49,0.0479,0.024,0.0371,0.0381,0.81,5,3m
76,1_6,1,6,3.77,0.39,0.35,0.27,0.51,12,4,1.86,-0.34,0.0191,0.0098,0.0129,0.0086,0.75,5,3m
77,5_11,5,11,5.16,0.51,0.48,0.4,1.08,10,6,2.72,-0.67,0.0485,0.0533,0.0785,0.1033,0.62,5,3m
78,10_3,10,3,9.31,0.75,0.5,0.57,1.33,13,3,3.62,-0.56,0.119,0.0305,0.0443,0.0261,0.81,5,3m
79,3_4,3,4,5.49,0.53,0.47,0.17,0.51,31,17,3.42,-1.34,0.075,0.0621,0.0406,0.0572,0.65,5,1m
80,12_1,12,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,5,1m
81,3_5,3,5,7.5,0.66,0.45,0.12,0.23,30,18,3.91,-1.42,0.0988,0.0642,0.0254,0.0508,0.62,5,1m
82,10_2,10,2,6.42,0.59,0.35,0.51,1.12,12,4,3.17,-0.53,0.1289,0.0284,0.0378,0.0437,0.75,5,3m
83,5_10,5,10,5.29,0.52,0.46,0.39,0.97,11,5,2.57,-0.55,0.0397,0.0445,0.0669,0.0866,0.69,5,3m
84,1_7,1,7,3.77,0.39,0.35,0.27,0.51,12,4,1.86,-0.34,0.0191,0.0098,0.0129,0.0086,0.75,5,3m
85,16_4,16,4,9.83,0.77,0.34,0.24,0.92,33,15,4.23,-1.38,0.2523,0.0357,0.0551,0.042,0.69,5,1m
86,9_10,9,10,5.21,0.51,0.46,0.49,1.09,13,3,2.53,-0.49,0.0454,0.0274,0.0419,0.0456,0.81,5,3m
87,7_1,7,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,5,1m
88,14_6,14,6,7.42,0.65,0.68,0.57,0.98,13,3,3.13,-0.58,0.0555,0.0349,0.0328,0.0427,0.81,5,3m
89,5_3,5,3,5.74,0.55,0.51,0.49,1.04,11,5,2.4,-0.35,0.0298,0.0291,0.0357,0.0245,0.69,5,3m
90,5_7,5,7,3.94,0.41,0.35,0.27,0.51,12,4,1.87,-0.31,0.0166,0.0098,0.0129,0.0086,0.75,5,3m
91,14_2,14,2,9.28,0.75,0.33,0.24,0.62,13,3,4.03,-0.75,0.1753,0.033,0.0466,0.0651,0.81,5,3m
92,7_5,7,5,3.88,0.4,0.2,0.22,0.46,29,19,3.23,-1.48,0.0681,0.0248,0.0353,0.0676,0.6,5,1m
93,7_11,7,11,4.63,0.47,0.44,0.31,0.61,31,17,2.96,-1.13,0.0455,0.0308,0.0354,0.0548,0.65,5,1m
94,1_3,1,3,6.82,0.62,0.51,0.49,1.04,11,5,2.62,-0.35,0.034,0.0291,0.0357,0.0245,0.69,5,3m
95,10_6,10,6,2.77,0.29,0.29,0.19,0.47,12,4,1.6,-0.43,0.0159,0.0129,0.0164,0.0125,0.75,5,3m
96,3_1,3,1,4.5,0.46,0.41,0.26,0.54,31,17,2.58,-0.87,0.0326,0.0179,0.0178,0.0161,0.65,5,1m
97,12_4,12,4,5.18,0.51,0.34,0.16,0.45,30,18,3.12,-1.19,0.0554,0.0338,0.0365,0.0531,0.62,5,1m
98,12_5,12,5,3.9,0.4,0.27,0.12,0.64,27,21,3.25,-1.5,0.0659,0.0374,0.0412,0.0435,0.56,5,1m
99,10_7,10,7,2.77,0.29,0.29,0.19,0.47,12,4,1.6,-0.43,0.0159,0.0129,0.0164,0.0125,0.75,5,3m
100,1_2,1,2,5.44,0.53,0.47,0.45,1.01,10,6,2.61,-0.55,0.0398,0.0376,0.051,0.0611,0.62,5,3m
101,7_10,7,10,4.47,0.45,0.45,0.34,0.59,31,17,2.94,-1.15,0.0457,0.0313,0.0373,0.0612,0.65,5,1m
102,16_1,16,1,6.07,0.57,0.5,0.32,0.57,35,13,2.93,-0.92,0.038,0.0235,0.0243,0.0322,0.73,5,1m
103,7_4,7,4,3.14,0.33,0.27,0.15,0.45,29,19,2.81,-1.36,0.0483,0.0316,0.0384,0.054,0.6,5,1m
104,14_3,14,3,5.92,0.56,0.16,-0.03,0.13,10,6,3.78,-0.99,0.1691,0.0496,0.0367,0.0356,0.62,5,3m
105,5_6,5,6,3.94,0.41,0.35,0.27,0.51,12,4,1.87,-0.31,0.0166,0.0098,0.0129,0.0086,0.75,5,3m
106,16_11,16,11,4.59,0.46,0.32,0.14,1.02,29,19,3.39,-1.48,0.0798,0.0427,0.0623,0.0574,0.6,5,1m
107,5_4,5,4,4.87,0.49,0.41,0.38,0.99,10,6,2.47,-0.54,0.0394,0.0393,0.0584,0.0767,0.62,5,3m
108,14_1,14,1,8.69,0.72,0.61,0.43,0.83,13,3,3.18,-0.51,0.0551,0.0289,0.0298,0.0335,0.81,5,3m
109,7_6,7,6,6.25,0.58,0.53,0.4,0.58,29,19,2.82,-0.78,0.0333,0.0192,0.0222,0.0308,0.6,5,1m
110,16_3,16,3,7.22,0.64,0.41,0.18,0.9,30,18,4.13,-1.62,0.1077,0.0434,0.0609,0.0693,0.62,5,1m
111,9_9,9,9,4.19,0.43,0.43,0.42,1.0,14,2,2.45,-0.57,0.0565,0.0286,0.0434,0.0261,0.88,5,3m
112,10_5,10,5,2.65,0.28,0.3,0.27,0.79,12,4,2.35,-0.86,0.0725,0.0228,0.0352,0.0185,0.75,5,3m
113,3_2,3,2,8.12,0.69,0.6,0.28,0.65,32,16,3.71,-1.22,0.077,0.064,0.051,0.0786,0.67,5,1m
114,12_7,12,7,4.58,0.46,0.45,0.37,0.56,30,18,2.47,-0.77,0.0309,0.0209,0.0239,0.028,0.62,5,1m
115,12_6,12,6,4.58,0.46,0.45,0.37,0.56,30,18,2.47,-0.77,0.0309,0.0209,0.0239,0.028,0.62,5,1m
116,3_3,3,3,7.31,0.64,0.55,0.13,0.38,32,16,4.05,-1.53,0.1108,0.0982,0.0382,0.042,0.67,5,1m
117,10_4,10,4,5.16,0.51,0.41,0.38,0.73,12,4,2.78,-0.6,0.0765,0.0166,0.0258,0.0258,0.75,5,3m
118,1_1,1,1,3.91,0.41,0.39,0.39,0.89,12,4,1.98,-0.39,0.0233,0.016,0.0236,0.0163,0.75,5,3m
119,9_8,9,8,11.86,0.86,0.38,0.3,0.67,11,5,5.17,-0.6,0.6639,0.0196,0.0258,0.0104,0.69,5,3m
120,16_2,16,2,8.35,0.7,0.47,0.32,1.35,33,15,4.14,-1.53,0.1034,0.0422,0.062,0.0422,0.69,5,1m
121,7_7,7,7,6.25,0.58,0.53,0.4,0.58,29,19,2.82,-0.78,0.0333,0.0192,0.0222,0.0308,0.6,5,1m
122,5_5,5,5,3.16,0.33,0.27,0.2,0.47,11,5,1.95,-0.57,0.0263,0.0266,0.0382,0.0475,0.69,5,3m
123,16_10,16,10,4.63,0.47,0.32,0.2,0.99,29,19,3.28,-1.39,0.0706,0.0392,0.0567,0.0513,0.6,5,1m
124,2_4,2,4,3.39,0.36,0.31,0.25,0.58,10,6,2.01,-0.55,0.0279,0.0254,0.0367,0.0351,0.62,5,3m
125,3_10,3,10,7.69,0.67,0.7,0.38,0.68,32,16,3.49,-1.09,0.0756,0.0677,0.0396,0.064,0.67,5,1m
126,13_1,13,1,8.69,0.72,0.61,0.43,0.83,13,3,3.18,-0.51,0.0551,0.0289,0.0298,0.0335,0.81,5,3m
127,11_3,11,3,3.79,0.4,0.24,0.13,0.39,32,16,3.3,-1.56,0.0682,0.0299,0.0391,0.0437,0.67,5,1m
128,4_2,4,2,8.42,0.7,0.59,0.27,0.61,32,16,3.73,-1.2,0.0793,0.0638,0.0503,0.0784,0.67,5,1m
129,15_7,15,7,6.81,0.62,0.56,0.38,0.96,35,13,3.4,-1.17,0.0503,0.0368,0.0387,0.0465,0.73,5,1m
130,15_6,15,6,6.81,0.62,0.56,0.38,0.96,35,13,3.4,-1.17,0.0503,0.0368,0.0387,0.0465,0.73,5,1m
131,4_3,4,3,7.64,0.66,0.55,0.06,0.33,32,16,4.15,-1.58,0.1244,0.1059,0.0451,0.0632,0.67,5,1m
132,6_1,6,1,4.01,0.42,0.39,0.39,0.89,12,4,1.97,-0.37,0.0218,0.016,0.0237,0.0163,0.75,5,3m
133,11_2,11,2,4.68,0.47,0.37,0.26,0.6,30,18,3.15,-1.27,0.0565,0.0386,0.0493,0.0766,0.62,5,1m
134,3_11,3,11,7.19,0.64,0.62,0.36,0.74,32,16,3.42,-1.1,0.0652,0.0523,0.0393,0.0595,0.67,5,1m
135,2_5,2,5,3.12,0.33,0.33,0.3,0.76,10,6,2.12,-0.67,0.0393,0.0403,0.0608,0.0824,0.62,5,3m
136,2_7,2,7,3.77,0.39,0.35,0.27,0.51,12,4,1.86,-0.34,0.0191,0.0098,0.0129,0.0086,0.75,5,3m
137,13_2,13,2,7.55,0.66,0.38,0.18,0.46,13,3,3.46,-0.71,0.0977,0.0364,0.0372,0.0495,0.81,5,3m
138,12_10,12,10,4.15,0.43,0.37,0.12,0.5,29,19,2.96,-1.23,0.0604,0.0452,0.0408,0.0604,0.6,5,1m
139,6_3,6,3,4.57,0.46,0.4,0.36,0.84,11,5,2.36,-0.53,0.0339,0.0343,0.0458,0.0417,0.69,5,3m
140,4_1,4,1,4.5,0.46,0.41,0.26,0.54,31,17,2.58,-0.87,0.0326,0.0179,0.0178,0.0161,0.65,5,1m
141,15_4,15,4,13.84,0.93,0.34,0.24,0.96,34,14,4.68,-1.41,0.3648,0.036,0.0534,0.0434,0.71,5,1m
142,15_5,15,5,13.09,0.9,0.3,0.1,0.92,32,16,5.21,-1.74,0.7495,0.0548,0.0572,0.0386,0.67,5,1m
143,6_2,6,2,5.5,0.53,0.47,0.5,1.15,10,6,2.46,-0.44,0.0343,0.0338,0.047,0.048,0.62,5,3m
144,11_1,11,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,5,1m
145,12_11,12,11,4.35,0.44,0.34,0.2,0.46,30,18,2.97,-1.19,0.0578,0.0291,0.033,0.0507,0.62,5,1m
146,13_3,13,3,5.28,0.52,0.35,0.13,0.41,11,5,3.18,-0.76,0.1147,0.0438,0.0273,0.0114,0.69,5,3m
147,2_6,2,6,3.77,0.39,0.35,0.27,0.51,12,4,1.86,-0.34,0.0191,0.0098,0.0129,0.0086,0.75,5,3m
148,2_2,2,2,5.82,0.55,0.47,0.5,1.15,10,6,2.53,-0.44,0.0346,0.0338,0.047,0.048,0.62,5,3m
149,13_7,13,7,9.5,0.76,0.74,0.64,1.28,14,2,3.12,-0.38,0.0452,0.0298,0.0248,0.02,0.88,5,3m
150,11_5,11,5,4.32,0.44,0.29,0.12,0.23,26,22,3.3,-1.44,0.061,0.0304,0.0254,0.0508,0.54,5,1m
151,10_10,10,10,5.27,0.51,0.46,0.46,1.0,14,2,2.46,-0.44,0.04,0.024,0.0362,0.0376,0.88,5,3m
152,6_6,6,6,3.94,0.41,0.35,0.27,0.51,12,4,1.87,-0.31,0.0166,0.0098,0.0129,0.0086,0.75,5,3m
153,8_9,8,9,5.08,0.5,0.4,0.13,0.47,27,21,3.57,-1.52,0.0739,0.0408,0.0367,0.057,0.56,5,1m
154,4_4,4,4,7.34,0.65,0.47,0.17,0.48,30,18,3.52,-1.18,0.0765,0.0599,0.0383,0.0562,0.62,5,1m
155,15_1,15,1,6.07,0.57,0.5,0.32,0.57,35,13,2.93,-0.92,0.038,0.0235,0.0243,0.0322,0.73,5,1m
156,4_5,4,5,7.81,0.67,0.55,0.14,0.7,29,19,3.85,-1.35,0.102,0.0762,0.0448,0.0489,0.6,5,1m
157,8_8,8,8,4.86,0.48,0.36,0.19,0.46,27,21,3.21,-1.3,0.0673,0.0314,0.0382,0.0456,0.56,5,1m
158,6_7,6,7,3.94,0.41,0.35,0.27,0.51,12,4,1.87,-0.31,0.0166,0.0098,0.0129,0.0086,0.75,5,3m
159,10_11,10,11,4.62,0.47,0.43,0.45,0.99,13,3,2.39,-0.49,0.0431,0.0236,0.0359,0.038,0.81,5,3m
160,11_4,11,4,3.23,0.34,0.28,0.08,0.29,28,20,2.91,-1.42,0.0508,0.0351,0.0337,0.0481,0.58,5,1m
161,13_6,13,6,9.5,0.76,0.74,0.64,1.28,14,2,3.12,-0.38,0.0452,0.0298,0.0248,0.02,0.88,5,3m
162,2_3,2,3,5.21,0.51,0.4,0.36,0.84,11,5,2.52,-0.53,0.0373,0.0343,0.0458,0.0417,0.69,5,3m
163,2_1,2,1,3.91,0.41,0.39,0.39,0.89,12,4,1.98,-0.39,0.0233,0.016,0.0236,0.0163,0.75,5,3m
164,13_4,13,4,11.52,0.84,0.5,0.32,0.76,12,4,5.99,-1.04,0.7833,0.0385,0.0463,0.0564,0.75,5,3m
165,11_6,11,6,4.8,0.48,0.46,0.38,0.56,29,19,2.49,-0.75,0.03,0.0189,0.0208,0.028,0.6,5,1m
166,6_5,6,5,3.64,0.38,0.33,0.3,0.76,11,5,2.18,-0.59,0.0354,0.0403,0.0608,0.0823,0.69,5,3m
167,4_7,4,7,7.49,0.65,0.61,0.45,0.72,32,16,3.01,-0.76,0.0422,0.0277,0.0264,0.0307,0.67,5,1m
168,15_2,15,2,8.08,0.69,0.52,0.42,1.55,33,15,4.03,-1.49,0.0889,0.0536,0.0645,0.051,0.69,5,1m
169,1_10,1,10,5.15,0.51,0.45,0.39,0.97,11,5,2.55,-0.55,0.0408,0.0441,0.0663,0.0866,0.69,5,3m
170,1_11,1,11,5.38,0.52,0.48,0.4,1.08,10,6,2.85,-0.72,0.0531,0.0533,0.0785,0.1033,0.62,5,3m
171,15_3,15,3,7.62,0.66,0.38,0.29,1.1,31,17,4.16,-1.6,0.0986,0.0431,0.0564,0.0689,0.65,5,1m
172,4_6,4,6,7.49,0.65,0.61,0.45,0.72,32,16,3.01,-0.76,0.0422,0.0277,0.0264,0.0307,0.67,5,1m
173,6_4,6,4,3.89,0.4,0.31,0.25,0.59,10,6,2.15,-0.53,0.0284,0.0254,0.0367,0.0351,0.62,5,3m
174,11_7,11,7,4.8,0.48,0.46,0.38,0.56,29,19,2.49,-0.75,0.03,0.0189,0.0208,0.028,0.6,5,1m
175,13_5,13,5,27.04,1.28,0.63,0.38,0.61,13,3,5.44,-0.6,0.2582,0.0495,0.0406,0.0798,0.81,5,3m
0,13_8,13,8,3.62,0.38,0.31,0.22,0.93,11,5,2.51,-0.83,0.0458,0.0395,0.0603,0.0505,0.69,6,3m
1,4_10,4,10,10.03,0.78,0.74,0.43,0.84,34,14,3.45,-0.85,0.0617,0.0506,0.0284,0.0374,0.71,6,1m
2,6_9,6,9,3.58,0.38,0.3,0.31,1.02,9,7,2.82,-0.99,0.0746,0.0679,0.0913,0.0961,0.56,6,3m
3,8_6,8,6,6.78,0.61,0.62,0.42,0.81,34,14,2.97,-0.84,0.0376,0.0255,0.0188,0.022,0.71,6,1m
4,8_10,8,10,10.03,0.78,0.74,0.43,0.84,34,14,3.45,-0.85,0.0617,0.0506,0.0284,0.0374,0.71,6,1m
5,8_11,8,11,6.86,0.62,0.6,0.42,0.79,34,14,3.01,-0.85,0.0457,0.0426,0.0277,0.0422,0.71,6,1m
6,8_7,8,7,6.7,0.61,0.62,0.42,0.81,34,14,2.95,-0.84,0.037,0.0254,0.0188,0.022,0.71,6,1m
7,6_8,6,8,3.18,0.34,0.3,0.24,0.78,11,5,2.33,-0.79,0.0487,0.0426,0.0597,0.0607,0.69,6,3m
8,4_11,4,11,6.86,0.62,0.6,0.42,0.79,34,14,3.01,-0.85,0.0457,0.0426,0.0277,0.0422,0.71,6,1m
9,13_9,13,9,3.1,0.33,0.34,0.31,0.99,10,6,2.39,-0.82,0.0591,0.0399,0.0608,0.0549,0.62,6,3m
10,15_10,15,10,11.52,0.84,0.67,0.33,0.91,33,15,3.64,-0.87,0.0584,0.0279,0.0243,0.0245,0.69,6,1m
11,11_9,11,9,5.43,0.53,0.43,0.21,0.71,29,19,3.49,-1.46,0.0778,0.046,0.0326,0.0436,0.6,6,1m
12,8_5,8,5,9.88,0.77,0.63,0.47,1.06,32,16,3.8,-1.15,0.0599,0.0479,0.041,0.0604,0.67,6,1m
13,4_8,4,8,8.11,0.69,0.43,0.31,0.97,31,17,3.45,-1.06,0.0678,0.0406,0.0492,0.0647,0.65,6,1m
14,4_9,4,9,6.16,0.58,0.37,0.24,0.77,29,19,3.46,-1.32,0.0602,0.041,0.0441,0.0652,0.6,6,1m
15,8_4,8,4,7.31,0.64,0.62,0.49,1.0,33,15,3.25,-1.0,0.0483,0.0428,0.0347,0.0514,0.69,6,1m
16,11_8,11,8,8.74,0.72,0.48,0.31,0.95,31,17,3.56,-1.06,0.0761,0.0475,0.0393,0.0443,0.65,6,1m
17,15_11,15,11,8.77,0.72,0.53,0.32,0.77,34,14,3.46,-0.96,0.0621,0.0281,0.0298,0.041,0.71,6,1m
18,15_8,15,8,8.45,0.7,0.57,0.38,0.98,32,16,3.46,-0.99,0.0479,0.0263,0.0278,0.0334,0.67,6,1m
19,15_9,15,9,6.5,0.6,0.3,0.18,0.9,31,17,3.65,-1.34,0.0899,0.0454,0.041,0.0439,0.65,6,1m
20,8_1,8,1,4.68,0.47,0.44,0.25,0.67,35,13,2.39,-0.7,0.0253,0.0176,0.0196,0.0127,0.73,6,1m
21,2_8,2,8,2.99,0.32,0.27,0.12,0.72,11,5,2.43,-0.91,0.0528,0.0501,0.0704,0.0615,0.69,6,3m
22,8_3,8,3,8.5,0.71,0.48,0.49,0.85,33,15,3.79,-1.27,0.0766,0.0433,0.0612,0.1191,0.69,6,1m
23,6_10,6,10,3.97,0.41,0.4,0.45,1.2,10,6,2.5,-0.71,0.0534,0.0482,0.0689,0.0764,0.62,6,3m
24,6_11,6,11,3.92,0.41,0.42,0.43,1.13,11,5,2.43,-0.66,0.051,0.0429,0.0618,0.0644,0.69,6,3m
25,8_2,8,2,7.9,0.68,0.52,0.34,0.72,32,16,3.49,-1.11,0.0649,0.0558,0.0388,0.066,0.67,6,1m
26,2_9,2,9,3.35,0.35,0.28,0.17,0.96,10,6,2.9,-1.08,0.0798,0.0761,0.1081,0.103,0.62,6,3m
27,5_8,5,8,2.94,0.31,0.35,0.31,1.04,11,5,2.26,-0.82,0.0452,0.047,0.0663,0.0613,0.69,6,3m
28,9_5,9,5,3.94,0.41,0.29,0.27,1.05,11,5,3.16,-1.1,0.0922,0.0763,0.1008,0.1016,0.69,6,3m
29,10_9,10,9,2.84,0.3,0.2,0.2,0.77,11,5,2.76,-1.12,0.0805,0.0724,0.0964,0.0997,0.69,6,3m
30,13_11,13,11,8.19,0.69,0.46,0.44,1.27,12,4,3.29,-0.6,0.0673,0.0325,0.0495,0.0193,0.75,6,3m
31,13_10,13,10,7.47,0.65,0.45,0.41,1.38,12,4,3.33,-0.72,0.0682,0.0341,0.0524,0.0093,0.75,6,3m
32,10_8,10,8,2.96,0.31,0.24,0.23,0.83,10,6,2.54,-1.0,0.0587,0.0507,0.0659,0.0554,0.62,6,3m
33,9_4,9,4,3.78,0.39,0.3,0.23,0.86,11,5,2.81,-0.97,0.0657,0.0508,0.0665,0.0577,0.69,6,3m
34,5_9,5,9,2.89,0.3,0.34,0.29,1.0,10,6,2.48,-0.98,0.0582,0.0667,0.0902,0.0983,0.62,6,3m
35,7_9,7,9,5.43,0.53,0.43,0.21,0.71,29,19,3.49,-1.46,0.0778,0.046,0.0326,0.0436,0.6,6,1m
36,9_6,9,6,5.52,0.53,0.59,0.51,0.97,11,5,2.57,-0.5,0.0365,0.0279,0.0377,0.026,0.69,6,3m
37,2_11,2,11,3.94,0.41,0.39,0.31,1.03,11,5,2.57,-0.76,0.0544,0.0501,0.0734,0.0739,0.69,6,3m
38,12_8,12,8,8.11,0.69,0.43,0.31,0.97,31,17,3.45,-1.06,0.0678,0.0406,0.0492,0.0647,0.65,6,1m
39,12_9,12,9,6.16,0.58,0.37,0.24,0.77,29,19,3.46,-1.32,0.0602,0.041,0.0441,0.0652,0.6,6,1m
40,2_10,2,10,4.2,0.43,0.42,0.36,1.13,11,5,2.64,-0.76,0.0552,0.0513,0.0756,0.0767,0.69,6,3m
41,9_7,9,7,5.52,0.53,0.59,0.51,0.97,11,5,2.57,-0.5,0.0365,0.0279,0.0377,0.026,0.69,6,3m
42,7_8,7,8,8.74,0.72,0.48,0.31,0.95,31,17,3.56,-1.06,0.0761,0.0475,0.0393,0.0443,0.65,6,1m
43,9_3,9,3,3.51,0.37,0.25,0.26,1.05,11,5,3.36,-1.31,0.1071,0.0922,0.0997,0.111,0.69,6,3m
44,16_9,16,9,6.3,0.58,0.29,0.24,0.85,31,17,3.25,-1.11,0.0657,0.0357,0.0333,0.0418,0.65,6,1m
45,3_8,3,8,8.74,0.72,0.48,0.31,0.95,31,17,3.56,-1.06,0.0761,0.0475,0.0393,0.0443,0.65,6,1m
46,3_9,3,9,5.43,0.53,0.43,0.21,0.71,29,19,3.49,-1.46,0.0778,0.046,0.0326,0.0436,0.6,6,1m
47,16_8,16,8,7.95,0.68,0.52,0.31,0.86,37,11,3.36,-0.97,0.052,0.0302,0.0313,0.0396,0.77,6,1m
48,9_2,9,2,3.73,0.39,0.31,0.39,0.98,10,6,2.79,-0.96,0.0665,0.0598,0.0733,0.0631,0.62,6,3m
49,11_11,11,11,6.86,0.62,0.55,0.4,0.81,32,16,3.16,-0.97,0.0516,0.0467,0.0349,0.0516,0.67,6,1m
50,14_8,14,8,4.16,0.43,0.37,0.33,1.12,10,6,2.26,-0.54,0.0324,0.0333,0.0479,0.0318,0.62,6,3m
51,1_9,1,9,2.79,0.29,0.34,0.17,0.97,11,5,2.58,-1.05,0.0637,0.075,0.1067,0.1046,0.69,6,3m
52,1_8,1,8,3.02,0.32,0.35,0.2,0.97,11,5,2.4,-0.91,0.0483,0.0531,0.075,0.0621,0.69,6,3m
53,9_1,9,1,4.21,0.43,0.5,0.45,0.95,11,5,2.22,-0.48,0.0313,0.0247,0.0326,0.0218,0.69,6,3m
54,14_9,14,9,5.86,0.56,0.34,0.34,1.28,10,6,3.07,-0.75,0.0686,0.0447,0.0625,0.0357,0.62,6,3m
55,11_10,11,10,8.75,0.72,0.61,0.45,0.96,33,15,3.4,-0.93,0.0559,0.0448,0.0346,0.0462,0.69,6,1m
56,5_1,5,1,4.02,0.42,0.52,0.47,1.01,12,4,2.16,-0.48,0.03,0.0248,0.0355,0.0248,0.75,6,3m
57,14_4,14,4,6.76,0.61,0.45,0.46,1.27,12,4,2.99,-0.58,0.0554,0.0383,0.0583,0.0314,0.75,6,3m
58,7_3,7,3,9.16,0.74,0.63,0.5,0.87,32,16,3.96,-1.33,0.0689,0.0541,0.0541,0.1031,0.67,6,1m
59,16_6,16,6,8.05,0.68,0.64,0.37,1.07,34,14,3.27,-0.9,0.0494,0.0363,0.0408,0.0351,0.71,6,1m
60,1_5,1,5,4.05,0.42,0.33,0.24,0.97,10,6,2.98,-0.96,0.084,0.0694,0.0969,0.1,0.62,6,3m
61,3_7,3,7,6.92,0.62,0.61,0.41,0.81,34,14,2.99,-0.84,0.0386,0.0253,0.0185,0.022,0.71,6,1m
62,14_11,14,11,7.62,0.66,0.46,0.43,1.28,11,5,3.23,-0.64,0.0627,0.0376,0.0569,0.0324,0.69,6,3m
63,12_2,12,2,7.9,0.68,0.52,0.34,0.72,32,16,3.49,-1.11,0.0649,0.0558,0.0388,0.066,0.67,6,1m
64,12_3,12,3,8.5,0.71,0.48,0.49,0.85,33,15,3.79,-1.27,0.0766,0.0433,0.0612,0.1191,0.69,6,1m
65,14_10,14,10,10.11,0.78,0.61,0.69,1.71,13,3,3.63,-0.66,0.0684,0.0386,0.0574,0.0185,0.81,6,3m
66,3_6,3,6,6.92,0.62,0.61,0.41,0.81,34,14,2.99,-0.84,0.0386,0.0253,0.0185,0.022,0.71,6,1m
67,10_1,10,1,4.21,0.43,0.5,0.45,0.95,11,5,2.22,-0.48,0.0313,0.0247,0.0326,0.0218,0.69,6,3m
68,1_4,1,4,3.94,0.41,0.34,0.26,1.01,11,5,2.67,-0.84,0.0591,0.049,0.0704,0.0603,0.69,6,3m
69,16_7,16,7,8.05,0.68,0.64,0.37,1.07,34,14,3.27,-0.9,0.0494,0.0363,0.0408,0.0351,0.71,6,1m
70,7_2,7,2,7.62,0.66,0.49,0.34,0.71,32,16,3.49,-1.14,0.0656,0.0542,0.039,0.0669,0.67,6,1m
71,14_5,14,5,8.35,0.7,0.58,0.53,1.44,12,4,3.4,-0.67,0.0665,0.0452,0.0625,0.0224,0.75,6,3m
72,5_2,5,2,4.43,0.45,0.42,0.49,1.06,9,7,2.63,-0.67,0.0615,0.057,0.0764,0.0859,0.56,6,3m
73,14_7,14,7,5.09,0.5,0.49,0.45,1.13,11,5,2.57,-0.55,0.043,0.0282,0.0394,0.0361,0.69,6,3m
74,16_5,16,5,11.62,0.85,0.51,0.36,0.93,33,15,3.97,-1.08,0.083,0.0328,0.0305,0.035,0.69,6,1m
75,9_11,9,11,3.04,0.32,0.31,0.32,1.17,9,7,2.48,-0.92,0.0565,0.0519,0.0718,0.055,0.56,6,3m
76,1_6,1,6,4.83,0.48,0.54,0.44,0.84,11,5,2.4,-0.5,0.0344,0.028,0.0393,0.0308,0.69,6,3m
77,5_11,5,11,3.72,0.39,0.4,0.43,1.13,10,6,2.41,-0.69,0.0518,0.0458,0.0651,0.0717,0.62,6,3m
78,10_3,10,3,4.3,0.44,0.34,0.17,0.94,12,4,3.24,-1.07,0.0947,0.0756,0.1008,0.1081,0.75,6,3m
79,3_4,3,4,9.4,0.75,0.59,0.4,0.86,35,13,3.34,-0.84,0.0508,0.0439,0.034,0.047,0.73,6,1m
80,12_1,12,1,4.68,0.47,0.44,0.25,0.67,35,13,2.39,-0.7,0.0253,0.0176,0.0196,0.0127,0.73,6,1m
81,3_5,3,5,11.54,0.84,0.74,0.41,0.75,32,16,4.08,-1.23,0.087,0.0858,0.0297,0.0509,0.67,6,1m
